Period,Entity,Gl Code,Gl Description,Amount
2022,Bangalore,11600030273,TOWER RENTAL REVENUE,-340540
2022,Bangalore,11600030270,FOREX COMMISSION,-306.77
2022,Bangalore,11600030265,INTEREST ON FDR,-325922
2022,Bangalore,11600030263,MISCELLANEOUS INCOME,-60951.28
2022,Bangalore,11600030263,MISCELLANEOUS INCOME,-60951.28
2022,Bangalore,11600030263,MISCELLANEOUS INCOME,-60951.28
2022,Bangalore,11600030263,MISCELLANEOUS INCOME,-60951.28
2022,Bangalore,11600030262,SCRAP SALE,-138135.57
2022,Bangalore,11600030261,MAINT CHARGES SHOP,-551034
2022,Bangalore,11600030260,SHOP RENTAL REVENUE,-8522010
2022,Bangalore,11590048201,ALLOWANCE TRANSPORTATION,6470
2022,Bangalore,11590048201,ALLOWANCE TRANSPORTATION,6470
2022,Bangalore,11590048201,ALLOWANCE TRANSPORTATION,6470
2022,Bangalore,11590048201,ALLOWANCE TRANSPORTATION,6470
2022,Bangalore,11590043805,VEHICLE HIRE CHARGES-TRANSPORT,981667.18
2022,Bangalore,11590043805,VEHICLE HIRE CHARGES-TRANSPORT,981667.18
2022,Bangalore,11590043805,VEHICLE HIRE CHARGES-TRANSPORT,981667.18
2022,Bangalore,11590043805,VEHICLE HIRE CHARGES-TRANSPORT,981667.18
2022,Bangalore,11590030250,TRANSPORTATION  REVENUE,-1811789.18
2022,Bangalore,11580048066,ALLOWANCE INTERNET,12900
2022,Bangalore,11580048066,ALLOWANCE INTERNET,12900
2022,Bangalore,11580048066,ALLOWANCE INTERNET,12900
2022,Bangalore,11580048066,ALLOWANCE INTERNET,12900
2022,Bangalore,11580043807,INTERNET EXPENES- B-CENTRE,1669239
2022,Bangalore,11580043807,INTERNET EXPENES- B-CENTRE,1669239
2022,Bangalore,11580043807,INTERNET EXPENES- B-CENTRE,1669239
2022,Bangalore,11580043807,INTERNET EXPENES- B-CENTRE,1669239
2022,Bangalore,11580030240,SEC/TYP/COPY REV,-2000
2022,Bangalore,11580030222,NET CONNECT REV - BC,-1826559.32
2022,Bangalore,11570042203,GRATUITY--AUM,8303.21
2022,Bangalore,11570042105,ADMN. CHARGES PF--AUM,423
2022,Bangalore,11570042104,CO'S CONT TO EDLI--AUM,423
2022,Bangalore,11570042103,CO'S CONT TO ESI--AUM,4158
2022,Bangalore,11570042102,CO'S CONT TO EPS- AUM,3105
2022,Bangalore,11570042101,CO'S CONT TO EPF- AUM,7056
2022,Bangalore,11570042002,BONUS--AUM,11035.02
2022,Bangalore,11570042001,SALARY- AUM,127908
2022,Bangalore,11570042001,SALARY- AUM,127908
2022,Bangalore,11570042001,SALARY- AUM,127908
2022,Bangalore,11570042001,SALARY- AUM,127908
2022,Bangalore,11570041190,CONS AUM SHOP,124770.61
2022,Bangalore,11570041011,EMP MEAL- AUM,10480
2022,Bangalore,11570041011,EMP MEAL- AUM,10480
2022,Bangalore,11570041011,EMP MEAL- AUM,10480
2022,Bangalore,11570041011,EMP MEAL- AUM,10480
2022,Bangalore,11570030223,AUM SHOP REVENUE -13.50%,-117225.9
2022,Bangalore,11560048081,ALLOWANCE REJUVE SPA,6600
2022,Bangalore,11560043801,LOCAL CONVEYANCE- SPA,81
2022,Bangalore,11560043697,MISCELLANEOUS EXPENSES- SPA,1292.5
2022,Bangalore,11560043660,PROFESSIONAL CHARGE- SPA,17000
2022,Bangalore,11560043610,PRINTING & STATIONARY-SPA,3906.34
2022,Bangalore,11560043600,TELEPHONE EXPENSE-SPA,2942.63
2022,Bangalore,11560042105,ADMN CHARGES PF- REJUVE,4428
2022,Bangalore,11560042104,CO'S CONT TO EDLI- REJUVE,4427
2022,Bangalore,11560042103,CO'S CONT TO ESI- REJUVE,9458
2022,Bangalore,11560042102,CO'S CONT TO EPS- REJUVE,32573
2022,Bangalore,11560042102,CO'S CONT TO EPS- REJUVE,32573
2022,Bangalore,11560042102,CO'S CONT TO EPS- REJUVE,32573
2022,Bangalore,11560042102,CO'S CONT TO EPS- REJUVE,32573
2022,Bangalore,11560042101,CO'S CONT TO EPF- REJUVE,73718
2022,Bangalore,11560042005,LEAVE ENCASHMENT- REJUVE,1811.25
2022,Bangalore,11560042002,BONUS- REJUVE,63959
2022,Bangalore,11560042001,SALARY- REJUVE,1578404
2022,Bangalore,11560041140,UNIFORM EXP-SPA,2395
2022,Bangalore,11560041110,GUEST SUPPLIES- SPA,271263.2
2022,Bangalore,11560041100,CLEANING SUPPLIES-SPA,4993.75
2022,Bangalore,11560041100,CLEANING SUPPLIES-SPA,4993.75
2022,Bangalore,11560041100,CLEANING SUPPLIES-SPA,4993.75
2022,Bangalore,11560041100,CLEANING SUPPLIES-SPA,4993.75
2022,Bangalore,11560041012,GUEST AMENTIES- SPA,92701
2022,Bangalore,11560041012,GUEST AMENTIES- SPA,92701
2022,Bangalore,11560041012,GUEST AMENTIES- SPA,92701
2022,Bangalore,11560041012,GUEST AMENTIES- SPA,92701
2022,Bangalore,11560041011,EMP MEAL- REJUVE,90749
2022,Bangalore,11560041011,EMP MEAL- REJUVE,90749
2022,Bangalore,11560041011,EMP MEAL- REJUVE,90749
2022,Bangalore,11560041011,EMP MEAL- REJUVE,90749
2022,Bangalore,11560030231,SPA SERVICE CHARGES,-4624.88
2022,Bangalore,11560030231,SPA SERVICE CHARGES,-4624.88
2022,Bangalore,11560030231,SPA SERVICE CHARGES,-4624.88
2022,Bangalore,11560030231,SPA SERVICE CHARGES,-4624.88
2022,Bangalore,11560030230,REJUVE SPA MEMBERSHIP REVENUE,-1885252
2022,Bangalore,11560030224,REJUVE SPA SERVICE REVENUE,-3710795
2022,Bangalore,11550043690,LAUNDRY EXPENSE-HL,543019.5
2022,Bangalore,11550043600,TELEPHONE EXPENSE-LAUNDRY,6371.77
2022,Bangalore,11550042204,NOTICE PAY- LAUNDRY,-22427
2022,Bangalore,11550042203,GRATUITY- LAUNDRY,13666.5
2022,Bangalore,11550042105,ADMN CHARGES PF- LAUNDRY,2090
2022,Bangalore,11550042104,CO'S CONT TO EDLI- LAUNDRY,2090
2022,Bangalore,11550042104,CO'S CONT TO EDLI- LAUNDRY,2090
2022,Bangalore,11550042104,CO'S CONT TO EDLI- LAUNDRY,2090
2022,Bangalore,11550042104,CO'S CONT TO EDLI- LAUNDRY,2090
2022,Bangalore,11550042103,CO'S CONT TO ESI- LAUNDRY,16012
2022,Bangalore,11550042102,CO'S CONT TO EPS- LAUNDRY,15334
2022,Bangalore,11550042101,CO'S CONT TO EPF- LAUNDRY,34791
2022,Bangalore,11550042007,STIPEND- LAUNDRY,11333
2022,Bangalore,11550042007,STIPEND- LAUNDRY,11333
2022,Bangalore,11550042007,STIPEND- LAUNDRY,11333
2022,Bangalore,11550042007,STIPEND- LAUNDRY,11333
2022,Bangalore,11550042005,LEAVE ENCASHMENT- LAUNDRY,305.27
2022,Bangalore,11550042005,LEAVE ENCASHMENT- LAUNDRY,305.27
2022,Bangalore,11550042005,LEAVE ENCASHMENT- LAUNDRY,305.27
2022,Bangalore,11550042005,LEAVE ENCASHMENT- LAUNDRY,305.27
2022,Bangalore,11550042002,BONUS- LAUNDRY,47767.9
2022,Bangalore,11550042002,BONUS- LAUNDRY,47767.9
2022,Bangalore,11550042002,BONUS- LAUNDRY,47767.9
2022,Bangalore,11550042002,BONUS- LAUNDRY,47767.9
2022,Bangalore,11550042001,SALARY- LAUNDRY,647567
2022,Bangalore,11550042001,SALARY- LAUNDRY,647567
2022,Bangalore,11550042001,SALARY- LAUNDRY,647567
2022,Bangalore,11550042001,SALARY- LAUNDRY,647567
2022,Bangalore,11550041340,PRINTING & STAT-LAUNDRY,29800.65
2022,Bangalore,11550041140,UNIFORM EXP- LAUNDRY,29050
2022,Bangalore,11550041110,GUEST SUPPLIES-LAUNDRY,1600
2022,Bangalore,11550041011,EMP MEAL- LAUNDRY,61022
2022,Bangalore,11550041011,EMP MEAL- LAUNDRY,61022
2022,Bangalore,11550041011,EMP MEAL- LAUNDRY,61022
2022,Bangalore,11550041011,EMP MEAL- LAUNDRY,61022
2022,Bangalore,11540048051,ALLOWANCE LAUNDRY,63227.28
2022,Bangalore,11540030203,LAUNDRY SERVICE CHARGES,-52757.49
2022,Bangalore,11540030202,LAUNDRY DRY CLEANING,-24050
2022,Bangalore,11540030200,LAUNDRY REVENUE,-1657965.58
2022,Bangalore,11530130220,NET CONNECT REVENUE,-32500
2022,Bangalore,11530048061,ALLOWANCE TELEPHONE,622.6
2022,Bangalore,11530043600,TELEPHONE EXPENSE-TEL,185524
2022,Bangalore,11530030210,TEL REVENUE,-2460
2022,Bangalore,11521342105,ADMN CHARGES PF- CONCIERGE,1440
2022,Bangalore,11521342104,CO'S CONT TO EDLI- CONCIERGE,1443
2022,Bangalore,11521342103,CO'S CONT TO ESI- CONCIERGE,14439
2022,Bangalore,11521342102,CO'S CONT TO EPS- CONCIERGE,10573
2022,Bangalore,11521342101,CO'S CONT TO EPF- CONCIERGE,24004
2022,Bangalore,11521342002,BONUS- CONCIERGE,27140.67
2022,Bangalore,11521342002,BONUS- CONCIERGE,27140.67
2022,Bangalore,11521342002,BONUS- CONCIERGE,27140.67
2022,Bangalore,11521342002,BONUS- CONCIERGE,27140.67
2022,Bangalore,11521342001,SALARY- CONCIERGE,443951
2022,Bangalore,11521341011,EMP MEAL- CONCIERGE,-8737
2022,Bangalore,11521242106,CO'S CONT TO ESI- CAFETERIA,13012
2022,Bangalore,11521242105,ADMN CHARGES PF- CAFETERIA,1300
2022,Bangalore,11521242104,CO'S CONT TO EDLI- CAFETERIA,1296
2022,Bangalore,11521242102,CO'S CONT TO EPS- CAFETERIA,9595
2022,Bangalore,11521242101,CO'S CONT TO EPF- CAFETERIA,21583
2022,Bangalore,11521242101,CO'S CONT TO EPF- CAFETERIA,21583
2022,Bangalore,11521242101,CO'S CONT TO EPF- CAFETERIA,21583
2022,Bangalore,11521242101,CO'S CONT TO EPF- CAFETERIA,21583
2022,Bangalore,11521242002,BONUS- CAFETERIA,25979.92
2022,Bangalore,11521242001,SALARY- CAFETERIA,400009
2022,Bangalore,11521241011,EMP MEAL- CAFETERIA,-8281
2022,Bangalore,11521142204,NOTICE PAY- F&B ADMIN,-10578
2022,Bangalore,11521142105,ADMN CHARGES PF- F&B ADMIN,652
2022,Bangalore,11521142104,CO'S CONT TO EDLI- F&B ADMIN,652
2022,Bangalore,11521142102,CO'S CONT TO EPS- F&B ADMIN,4783
2022,Bangalore,11521142101,CO'S CONT TO EPF- F&B ADMIN,10869
2022,Bangalore,11521142007,STIPEND- F&B ADMIN,-1500
2022,Bangalore,11521142005,LEAVE ENCASHMENT- F&B ADMIN,18361.52
2022,Bangalore,11521142005,LEAVE ENCASHMENT- F&B ADMIN,18361.52
2022,Bangalore,11521142005,LEAVE ENCASHMENT- F&B ADMIN,18361.52
2022,Bangalore,11521142005,LEAVE ENCASHMENT- F&B ADMIN,18361.52
2022,Bangalore,11521142001,SALARY- F&B ADMIN,700746
2022,Bangalore,11521141011,EMP MEAL- F&B ADMIN,1059175
2022,Bangalore,11521042205,STAFF WELFARE- F&B PROD,2355.8
2022,Bangalore,11521042105,ADMN CHARGES PF- F&B PROD,1563
2022,Bangalore,11521042104,CO'S CONT TO EDLI- F&B PROD,999
2022,Bangalore,11521042102,CO'S CONT TO EPS- F&B PROD,20860
2022,Bangalore,11521042101,CO'S CONT TO EPF- F&B PROD,16647
2022,Bangalore,11521042007,STIPEND- F&B PROD,113194
2022,Bangalore,11521042005,LEAVE ENCASHMENT- F&B PROD,20773.52
2022,Bangalore,11521042005,LEAVE ENCASHMENT- F&B PROD,20773.52
2022,Bangalore,11521042005,LEAVE ENCASHMENT- F&B PROD,20773.52
2022,Bangalore,11521042005,LEAVE ENCASHMENT- F&B PROD,20773.52
2022,Bangalore,11521042002,BONUS- F&B PROD,11570.04
2022,Bangalore,11521042001,SALARY- F&B PROD,1377298
2022,Bangalore,11521041011,EMP MEAL- F&B PROD,718678
2022,Bangalore,11520942204,NOTICE PAY- KST,-3118
2022,Bangalore,11520942106,CO'S CONT TO ESI- KST,33762
2022,Bangalore,11520942105,ADMN CHARGES PF- KST,4281
2022,Bangalore,11520942104,CO'S CONT TO EDLI- KST,4233
2022,Bangalore,11520942102,CO'S CONT TO EPS- KST,32281
2022,Bangalore,11520942101,CO'S CONT TO EPF- KST,70476
2022,Bangalore,11520942005,LEAVE ENCASHMENT- KST,3011.23
2022,Bangalore,11520942002,BONUS- KST,71864.07
2022,Bangalore,11520942001,SALARY- KST,1490494
2022,Bangalore,11520941011,EMP MEAL- KST,248950
2022,Bangalore,11520848039,ALLOWANCE ROOM DINING LIQUOR,4390
2022,Bangalore,11520848038,ALLOWANCE ROOM DINING - SOFT D,5031
2022,Bangalore,11520848037,ALLOWANCE ROOM DINING  - FOOD,102576.9
2022,Bangalore,11520842203,GRATUITY- IRD,8933.22
2022,Bangalore,11520842105,ADMN CHARGES PF- IRD,1915
2022,Bangalore,11520842104,CO'S CONT TO EDLI- IRD,1874
2022,Bangalore,11520842103,CO'S CONT TO ESI- IRD,16026
2022,Bangalore,11520842102,CO'S CONT TO EPS- IRD,14706
2022,Bangalore,11520842101,CO'S CONT TO EPF- IRD,31234
2022,Bangalore,11520842007,STIPEND- IRD,13239
2022,Bangalore,11520842002,BONUS- IRD,33898.92
2022,Bangalore,11520842001,SALARY- IRD,579517
2022,Bangalore,11520841140,UNIFORM EXP- ROOM SERVICE,-950
2022,Bangalore,11520841011,EMP MEAL- IRD,-11163
2022,Bangalore,11520748039,ALLOWANCE 24/7 LIQUOR,2695
2022,Bangalore,11520748038,ALLOWANCE 24/7 SOFT DRINK,3050
2022,Bangalore,11520748037,ALLOWANCE 24/7 FOOD,209496.34
2022,Bangalore,11520743701,MUSIC EXPENSES- 24-7,541500
2022,Bangalore,11520743554,LICENCE FEE OTHERS - F&B,222866
2022,Bangalore,11520742204,NOTICE PAY- 24/7,-42814
2022,Bangalore,11520742203,GRATUITY - 24-7,8990.28
2022,Bangalore,11520742105,ADMN.CHARGES PF- 24-7,10715
2022,Bangalore,11520742104,CO'S CONT TO EDLI- 24-7,10687
2022,Bangalore,11520742103,CO'S CONT TO ESI- 24-7,50764
2022,Bangalore,11520742102,CO'S CONT TO EPS- 24/7,79200
2022,Bangalore,11520742101,CO'S CONT TO EPF- 24/7,177906
2022,Bangalore,11520742007,STIPEND - 24-7,37102
2022,Bangalore,11520742002,BONUS- 24/7,161608.46
2022,Bangalore,11520742001,SALARY- 24/7,3636415
2022,Bangalore,11520741011,EMP MEAL- 24/7,-59184
2022,Bangalore,11520648021,ALLOWANCE PASTRY - FOOD,150
2022,Bangalore,11520642203,GRATUITY - PASTRY,5039.28
2022,Bangalore,11520642105,ADMN.CHARGES PF- PASTRY SHOP,3007
2022,Bangalore,11520642104,CO'S CONT TO EDLI- PASTRY,2977
2022,Bangalore,11520642103,CO'S CONT TO ESI- PASTRY,12294
2022,Bangalore,11520642102,CO'S CONT TO EPS- PASTRY,22658
2022,Bangalore,11520642101,CO'S CONT TO EPF- PASTRY,49492
2022,Bangalore,11520642007,STIPEND - PASTRY,38613
2022,Bangalore,11520642002,BONUS- PASTRY,54858.41
2022,Bangalore,11520642001,SALARY- PASTRY,973870
2022,Bangalore,11520641011,EMP MEAL- PASTRY,-17108
2022,Bangalore,11520548037,ALLOWANCE OKO FOOD,3180
2022,Bangalore,11520543701,MUSIC EXPENSES- KITTY KO,16949056.74
2022,Bangalore,11520543106,MUSIC EXPENSES- OKO,79000
2022,Bangalore,11520542203,GRATUITY - OKO,18342.72
2022,Bangalore,11520542105,ADMN.CHARGES PF- OK,4065
2022,Bangalore,11520542104,CO'S CONT TO EDLI- OKO,3965
2022,Bangalore,11520542103,CO'S CONT TO ESI- OKO,8365
2022,Bangalore,11520542102,CO'S CONT TO EPS- OKO,31489
2022,Bangalore,11520542101,CO'S CONT TO EPF- OKO,65995
2022,Bangalore,11520542007,STIPEND - OKO,7570
2022,Bangalore,11520542002,BONUS- OKO,66160.55
2022,Bangalore,11520542001,SALARY- OKO,1489383
2022,Bangalore,11520541011,EMP MEAL- OKO,-21540
2022,Bangalore,11520448032,ALLOWANCE MINIBAR - SOFT DRINK,45657.92
2022,Bangalore,11520448021,ALLOWANCE MINIBAR FOOD,32804.03
2022,Bangalore,11520348039,ALLOWANCE SUTRA LIQUOR,1208
2022,Bangalore,11520348037,ALLOWANCE SUTRA FOOD,43749.15
2022,Bangalore,11520343701,MUSIC EXPENSES- SUTRA,199090
2022,Bangalore,11520342203,GRATUITY - SUTRA,7501.5
2022,Bangalore,11520342007,STIPEND - SUTRA,1323
2022,Bangalore,11520248050,ALLOW KITTI KO FOOD,338.98
2022,Bangalore,11520248042,ALLOW KITTI KO SOFT BEVERAGE,714.28
2022,Bangalore,11520248041,ALLOW KITTI KO LIQUOR,28380
2022,Bangalore,11520248037,ALLOWANCE BALUCHI FOOD,8203.5
2022,Bangalore,11520248032,ALLOWANCE BANQUET LIQUOR,46549
2022,Bangalore,11520243701,MUSIC EXPENSES -BALUCHI,12000
2022,Bangalore,11520242203,GRATUITY-BALUCHI,8283.78
2022,Bangalore,11520242105,ADMN CHARGES PF- BALUCHI,1631
2022,Bangalore,11520242104,CO'S CONT TO EDLI- BALUCHI,1591
2022,Bangalore,11520242103,CO'S CONT TO ESI- BALUCHI,6587
2022,Bangalore,11520242102,CO'S CONT TO EPS- BALUCHI,12614
2022,Bangalore,11520242101,CO'S CONT TO EPF- BALUCHI,26504
2022,Bangalore,11520242007,STIPEND-BALUCHI,1369
2022,Bangalore,11520242002,BONUS- BALUCHI,32614.23
2022,Bangalore,11520242001,SALARY- BALUCHI,574611
2022,Bangalore,11520241011,EMP MEAL- BALUCHI,-8773
2022,Bangalore,11520048022,ALLOWANCE BANQUET FOOD,1507450
2022,Bangalore,11520043802,TRAVELING EXP-F&B,2000
2022,Bangalore,11520043801,LOCAL CONVEYANCE-F&B,7967
2022,Bangalore,11520043699,CONTRACT  OUTSOURCE-F&B,6838522.74
2022,Bangalore,11520043697,MISCELLANEOUS EXPENSES-F&B,3958604.08
2022,Bangalore,11520043660,PROFESSIONAL CHARGES-F&B,56227
2022,Bangalore,11520043620,BUSINESS PROMOTION - F&B,-170348.5
2022,Bangalore,11520043600,TELEPHONE EXPENSE-F&B,41002
2022,Bangalore,11520043554,LICENSE FEE LIQUOR-F&B,894807
2022,Bangalore,11520043551,RATES & TAXES-F&B,80068
2022,Bangalore,11520043110,NEW YEAR/X MAS EXPENSE-F&B,2033175
2022,Bangalore,11520043107,EQUIPMENT RENTAL-F&B,410287
2022,Bangalore,11520043105,BANQUET EXPENSE-F&B,10723546.1
2022,Bangalore,11520043101,KITCHEN FUEL,4654538.95
2022,Bangalore,11520042204,NOTICE PAY- BANQ,-10617
2022,Bangalore,11520042203,GRATUITY- BANQ,63789.75
2022,Bangalore,11520042105,ADMN CHARGES PF- BANQ,14669
2022,Bangalore,11520042104,CO'S CONT TO EDLI- BANQ,14523
2022,Bangalore,11520042103,CO'S CONT TO ESI- BANQ,52325
2022,Bangalore,11520042102,CO'S CONT TO EPS- BANQ,109917
2022,Bangalore,11520042101,CO'S CONT TO EPF- BANQ,241792
2022,Bangalore,11520042007,STIPEND- BANQ,45480
2022,Bangalore,11520042002,BONUS- BANQ,252550.8
2022,Bangalore,11520042001,SALARY- BANQ,5108167
2022,Bangalore,11520041340,PRINTING & STATIONERY-F&B,388271.28
2022,Bangalore,11520041330,KITCHENWARE-F&B,1413889.02
2022,Bangalore,11520041180,PACKING MATERIALS - F&B,986730.17
2022,Bangalore,11520041170,CONSUMABLE SUPPLY-F&B,47866
2022,Bangalore,11520041140,UNIFORM EXPENSES- F&B,135271
2022,Bangalore,11520041130,LINEN-F&B,221709.43
2022,Bangalore,11520041110,GUEST SUPPLIES-F&B,1961807.95
2022,Bangalore,11520041100,CLEANING SUPPLIES-F&B,578431.36
2022,Bangalore,11520041040,TOBACCO COST,774805.66
2022,Bangalore,11520041035,SPOILAGE - LIQUOR,11613
2022,Bangalore,11520041032,ENTERTAINMENT-LIQ-F&B,1390073.01
2022,Bangalore,11520041030,LIQUOR COST,26601197.53
2022,Bangalore,11520041022,ENTERTAINMENT-SOFT BEV-F&B,949472
2022,Bangalore,11520041020,SOFT BEVERAGE COST,738576
2022,Bangalore,11520041014,SPOILAGE -FOOD,6040
2022,Bangalore,11520041012,ENTERTAINMENT-FOOD-F&B,388876
2022,Bangalore,11520041011,EMP MEAL- BANQ,-122998
2022,Bangalore,11520041010,FOOD COST,52844930.85
2022,Bangalore,11520030165,FOOD/REV MEAL PLAN 24/7,-23251030.11
2022,Bangalore,11520030165,FOOD/REV MEAL PLAN 24/7,-23251030.11
2022,Bangalore,11520030165,FOOD/REV MEAL PLAN 24/7,-23251030.11
2022,Bangalore,11520030165,FOOD/REV MEAL PLAN 24/7,-23251030.11
2022,Bangalore,11520030164,SERVICE CHARGES-ROOM REVENUE,129
2022,Bangalore,11520030161,ALLOWANCE BANQUET HALL HIRE,20800
2022,Bangalore,11520030160,SERVICE CHARGE- ROOMDINING,-957738.33
2022,Bangalore,11520030156,SERVICE CHARGE- MINIBAR,-12514.51
2022,Bangalore,11520030152,SERVICE CHARGE-PASTRY SHOP,-4035.72
2022,Bangalore,11520030148,SERVICE CHARGE- SUTRA,-149601.13
2022,Bangalore,11520030144,SERVICE CHARGES  - BALUCHI,-225697.91
2022,Bangalore,11520030140,SERVICE CHARGE- OKO,-46022.55
2022,Bangalore,11520030136,SERVICE CHARGES  - 24/7,-1307410.36
2022,Bangalore,11520030135,TOBACCO REVENUE - KITTIKO,-2001237.77
2022,Bangalore,11520030107,ALLOWANCE TOBACCO - KITTIKO,426.14
2022,Bangalore,11520030105,SERVICE CHARGES - BQT,-540000
2022,Bangalore,11520030104,F&B MISCELLANEOUS REVENUE,-34371559.51
2022,Bangalore,11520030080,F&B RENTAL BANQUET EQUIPMENT,-2110523.68
2022,Bangalore,11520030074,BEV REV LIQUOR KITTI KO,-60621996.79
2022,Bangalore,11520030072,BEV REV-LIQUOR ROOM DINING,-974610
2022,Bangalore,11520030071,BEV REV-LIQUOR 24/7,-9094911
2022,Bangalore,11520030070,TOBACCO REVENUE - OKO,-441336.08
2022,Bangalore,11520030069,BEV REV-LIQUOR OKO,-1670564.48
2022,Bangalore,11520030067,BEV REV-LIQUOR SUTRA,-6872340
2022,Bangalore,11520030062,BEV REV-LIQUOR BANQUETS,-22112470.72
2022,Bangalore,11520030061,BEV REV-LIQUOR BALUCHI,-1571910
2022,Bangalore,11520030061,BEV REV-LIQUOR BALUCHI,-1571910
2022,Bangalore,11520030061,BEV REV-LIQUOR BALUCHI,-1571910
2022,Bangalore,11520030061,BEV REV-LIQUOR BALUCHI,-1571910
2022,Bangalore,11520030054,BEV REV-S/DRINK KITTI KO,-1198971.45
2022,Bangalore,11520030052,BEV REV-S/DRINK ROOM DINING,-278117
2022,Bangalore,11520030051,BEV REV-S/DRINK 24/7,-780746
2022,Bangalore,11520030050,TOBACCO REVENUE - SUTRA,-225426.56
2022,Bangalore,11520030049,BEV REV-S/DRINK OKO,-426255.28
2022,Bangalore,11520030048,BEV REV-S/DRINK MINI BAR,-117373.38
2022,Bangalore,11520030047,BEV REV-S/DRINK SUTRA,-404103.54
2022,Bangalore,11520030043,BEV REV-S/DRINK BALUCHI,-359300.5
2022,Bangalore,11520030042,BEV REV- S/DRINK BANQUETS,-1472253.02
2022,Bangalore,11520030042,BEV REV- S/DRINK BANQUETS,-1472253.02
2022,Bangalore,11520030042,BEV REV- S/DRINK BANQUETS,-1472253.02
2022,Bangalore,11520030042,BEV REV- S/DRINK BANQUETS,-1472253.02
2022,Bangalore,11520030034,FOOD/REV - KITTI KO,-1547794.29
2022,Bangalore,11520030032,FOOD/REV - ROOM DINING,-10064957.93
2022,Bangalore,11520030031,FOOD/REV 24/7,-30121129.1
2022,Bangalore,11520030030,FOOD/REV PASTRY SHOP,-422761.02
2022,Bangalore,11520030029,FOOD/REV  - OKO,-1493623.09
2022,Bangalore,11520030028,FOOD/REV MINI BAR,-86402.71
2022,Bangalore,11520030027,FOOD/REV - SUTRA,-1193937.25
2022,Bangalore,11520030023,FOOD/REV BALUCHI,-4781932.33
2022,Bangalore,11520030023,FOOD/REV BALUCHI,-4781932.33
2022,Bangalore,11520030023,FOOD/REV BALUCHI,-4781932.33
2022,Bangalore,11520030023,FOOD/REV BALUCHI,-4781932.33
2022,Bangalore,11520030022,FOOD/REV BANQUETS,-161923972.6
2022,Bangalore,11520030021,TOBACCO REVENUE - ROOM SERVICE,-279541.98
2022,Bangalore,11510343801,LOCAL CONVEYANCE-SECURITY,61143
2022,Bangalore,11510343697,MISCELLANEOUS EXPENSES-SEC.,2292.5
2022,Bangalore,11510343696,SECURITY SERVICES-SECURITY,2611554.84
2022,Bangalore,11510343610,PRINTING & STATIONARY-SECURITY,32301.38
2022,Bangalore,11510343600,TELEPHONE EXPENSE-SECURITY,9711.73
2022,Bangalore,11510342205,STAFF WELFARE-SECURITY,1000
2022,Bangalore,11510342204,NOTICE PAY-SECURITY,-8546
2022,Bangalore,11510342203,GRATUITY-SECURITY,23324.98
2022,Bangalore,11510342105,ADMN. CHARGES PF-SECURITY,6154
2022,Bangalore,11510342104,CO'S CONT TO EDLI-SECURITY,4779
2022,Bangalore,11510342103,CO'S CONT TO ESI-SECURITY,34816
2022,Bangalore,11510342102,CO'S CONT TO EPS-SECURITY,68144
2022,Bangalore,11510342101,CO'S CONT TO EPF- SECURITY,79545
2022,Bangalore,11510342008,UNIFORM ALLOWANCE-SECURITY,-400
2022,Bangalore,11510342005,LEAVE ENCASHMENT-SECURITY,3611.25
2022,Bangalore,11510342002,BONUS-SECURITY,80913.82
2022,Bangalore,11510342001,SALARY- SECURITY,2353657
2022,Bangalore,11510341140,UNIFORM EXP -SECURITY,15698
2022,Bangalore,11510341032,ENTERTAINMENT-LIQ-SECURITY,37950
2022,Bangalore,11510341022,ENTERTAINMENT-SOFT BEV-SECURIT,268
2022,Bangalore,11510341020,ENTERTAINMENT-FOOD-SECURITY,54571
2022,Bangalore,11510341011,EMP MEAL- SECURITY,175817
2022,Bangalore,11510243699,CONTRACT  OUTSOURCE-HK,2753979.76
2022,Bangalore,11510243697,MISCELLANEOUS EXPENSES-HK,1292.5
2022,Bangalore,11510243691,EXTERMIN/DISINFECT-HK,666000
2022,Bangalore,11510243610,PRINTING & STATIONARY-HK,36827.87
2022,Bangalore,11510243600,TELEPHONE EXPENSE-HK,27462.61
2022,Bangalore,11510243110,NEW YEAR/X MAS EXPENSE-HK,82910
2022,Bangalore,11510243103,FLOWER & DECORATION-HK,24150
2022,Bangalore,11510243102,HORTICULTURE-HK,192881.01
2022,Bangalore,11510242205,STAFF WELFARE-HK,6762
2022,Bangalore,11510242204,NOTICE PAY-HK,-32918
2022,Bangalore,11510242203,GRATUITY-HK,17598.78
2022,Bangalore,11510242105,ADMN.CHARGES PF-HK,11527
2022,Bangalore,11510242104,CO'S CONT TO EDLI-HK,11497
2022,Bangalore,11510242103,CO'S CONT TO ESI-HK,78536
2022,Bangalore,11510242102,CO'S CONT TO EPS- HK,85007
2022,Bangalore,11510242101,CO'S CONT TO EPF- HK,191552
2022,Bangalore,11510242007,STIPEND-HK,44143
2022,Bangalore,11510242005,LEAVE ENCASHMENT-HK,11739.77
2022,Bangalore,11510242002,BONUS-HK,202395.72
2022,Bangalore,11510242001,SALARY- HK,3914416
2022,Bangalore,11510241180,PACKING MATERIAL-HK,26559.57
2022,Bangalore,11510241140,UNIFORM EXP -HK,8225
2022,Bangalore,11510241120,CONS LINEN-ROOMS,26109
2022,Bangalore,11510241110,GUEST SUPPLIES-HK,4095950.45
